user	item	real	pred
522	241	3.5	2.5837445
522	10	2.5	1.4274644
522	5	3.0	0.8897884
522	206	3.5	0.2643342
1467	8	2.5	2.5590484
1467	241	3.0	1.9363835
1467	17	4.0	2.6582413
1467	5	3.5	2.4547324
1467	220	3.5	5.459191
1467	249	2.0	1.0217323
1467	253	1.0	0.7377918
1467	256	3.5	3.2957036
1337	13	4.0	3.1994479
1337	215	3.5	3.14393
711	241	3.0	1.9988902
711	10	4.0	2.4808097
711	233	4.0	4.400137
711	121	4.0	4.87491
711	2	3.0	5.126053
711	7	3.0	2.9781058
711	207	2.5	3.9522243
711	256	3.5	1.9887381
712	250	3.0	3.3778946
712	121	2.5	4.276145
712	2	3.5	3.9681094
712	9	3.0	2.5121114
712	207	2.5	4.030438
35	310	4.0	0.825475
35	9	2.5	1.4997901
530	250	3.5	2.1441047
530	245	4.0	3.437707
530	247	3.5	6.361719
530	1	3.0	3.5321155
530	13	4.0	3.3174074
530	234	4.0	2.0784276
530	11	4.0	2.7706714
530	212	4.0	2.6259613
530	2	2.5	3.969787
530	215	4.0	3.724194
530	640	4.0	2.5523767
946	211	2.5	4.31767
946	250	2.0	2.0459375
946	13	4.0	2.4737577
946	11	3.5	1.9847082
946	212	2.0	4.043468
946	254	2.0	4.750648
946	9	2.0	1.4913199
946	213	3.0	1.7170212
946	217	2.0	3.063845
946	256	2.0	2.1474178
261	250	4.0	2.9039156
261	247	3.0	4.854033
261	17	2.5	3.9463792
261	2	2.5	4.273074
261	220	1.5	2.5366237
261	214	4.0	4.2736654
261	256	4.0	2.1710756
1147	284	3.0	3.5547035
1147	512	4.0	5.0826006
1147	699	4.0	1.1920745
1147	597	1.5	5.2318172
1147	318	4.0	3.8292818
1147	455	3.0	0.83687997
1147	510	2.0	3.1909204
1147	706	2.5	4.433137
1147	287	2.5	0.8510325
1147	810	3.0	1.7365847
1147	835	3.5	-0.43701744
1147	733	3.0	2.1440368
1147	749	2.5	2.3076835
1147	712	3.5	6.522068
1147	406	3.0	4.537696
1147	316	3.5	2.4456654
734	245	4.0	0.78630733
734	247	3.0	2.710917
734	220	3.5	1.4388896
734	251	4.0	3.9751334
734	214	3.0	1.7890729
190	8	4.0	-1.6627753
190	211	3.5	3.1308844
190	250	3.5	1.8036838
190	1	3.5	4.025923
190	257	4.0	1.6685947
190	17	4.0	0.662586
190	233	2.5	1.6465017
190	121	3.0	3.588771
190	11	3.0	1.0236399
190	212	2.0	2.7615461
190	251	3.0	3.258896
190	246	3.0	5.264983
190	7	2.0	2.3119032
190	217	3.0	4.0205994
190	215	4.0	0.39768052
190	253	2.5	2.8058572
190	252	2.0	1.5917152
533	8	2.5	3.419511
533	211	3.0	3.9734373
533	241	3.0	4.8733115
533	250	3.5	3.5780203
533	236	3.0	0.12989044
533	754	2.5	2.711555
533	242	3.0	5.947978
533	379	4.0	2.3575952
533	425	3.0	3.6932545
533	534	3.5	4.9515567
533	1001	4.0	1.1225977
533	709	3.0	0.5500686
533	356	0.5	3.1499958
533	529	2.5	2.8940766
179	236	4.0	2.5739722
179	807	4.0	3.1741238
1142	255	4.0	4.0785146
1142	245	4.0	2.9953167
1142	13	4.0	3.4567165
1142	121	3.5	2.697381
1142	244	3.5	2.5562458
1142	215	3.5	4.3406315
1142	249	3.5	3.981102
1142	214	2.5	4.2100396
308	239	3.5	2.4847689
308	12	4.0	3.2847362
308	236	3.0	3.2883952
308	240	1.0	3.089328
308	220	3.5	3.9318018
308	6	2.5	4.8354483
308	252	3.5	1.8545123
308	291	3.0	1.0792918
308	1079	3.0	3.6974416
308	1093	4.0	2.980152
308	1097	1.5	2.8739247
308	1110	1.0	2.3131468
308	743	0.5	4.077118
308	660	1.5	0.5289116
308	434	1.0	4.4036603
308	407	3.0	2.487835
308	1120	1.5	2.3893871
308	1073	4.0	3.2898746
308	1088	0.5	2.7551131
308	90	2.5	2.8258066
412	248	2.0	6.3206644
412	241	3.5	2.8549056
412	12	2.0	3.7079623
412	17	3.5	-0.47761655
412	233	4.0	4.638507
412	9	2.0	3.8574486
412	4	2.0	1.8875793
412	7	4.0	2.7858908
412	215	3.0	1.8479015
412	6	2.0	1.4110891
412	253	2.0	3.1557407
412	214	2.0	1.9438238
412	256	2.0	2.7187169
1439	255	2.0	2.2611403
1439	205	3.0	3.3292875
1439	241	2.0	4.500751
1439	235	4.0	3.6634426
1439	247	3.5	2.688849
1439	257	3.0	3.2865162
1439	234	2.0	3.3479147
1439	243	3.0	0.8245902
1439	220	3.5	1.8026247
1439	254	3.5	1.6703284
1439	7	2.5	3.5190268
114	219	1.0	2.6670284
114	239	3.0	1.1122828
114	8	3.5	-0.77489066
114	241	4.0	3.1887789
114	10	3.0	0.37272024
114	236	4.0	0.3737228
114	7	3.0	2.1360526
788	241	3.5	2.0147552
788	17	2.0	2.0829635
788	121	2.0	1.5719259
788	5	3.0	2.4961143
788	3	3.0	2.7515237
788	2	3.5	3.8035235
788	246	3.0	3.0521884
788	7	3.5	3.1115582
788	216	3.0	1.5137055
492	219	2.5	3.8272886
492	8	4.0	3.2386022
492	121	3.0	1.6232375
492	236	4.0	4.5800066
492	244	1.5	1.8906345
492	243	4.0	3.723561
492	212	3.5	5.3320475
492	84	3.0	2.1396015
492	216	2.5	0.86903167
368	12	3.0	2.9582245
368	257	1.0	6.09243
368	234	1.0	3.0441866
368	11	2.0	3.509781
368	5	3.5	3.4089303
368	3	3.0	2.909037
368	2	4.0	-0.18270135
368	216	3.0	-0.055294037
836	245	3.5	4.1815047
836	247	3.0	2.401689
836	10	3.0	0.4358499
836	121	3.5	2.958566
836	5	3.5	4.2827854
836	212	4.0	3.2863886
836	1585	3.5	3.2115011
836	564	2.5	3.1610174
836	1588	3.0	2.5896726
1039	219	2.5	4.3472705
1039	254	2.0	4.8903036
1039	19	2.0	3.4313347
1039	512	3.0	4.2083106
1039	48	3.0	3.335332
1039	477	2.5	5.295164
1039	1017	2.5	3.0879276
1039	1038	1.5	2.7504256
1039	184	0.5	3.349327
1039	49	2.5	3.431604
1039	476	4.0	1.5355043
1039	94	3.0	3.431364
1039	62	2.0	3.431364
1039	44	3.5	3.695684
1039	436	2.5	3.4527323
1039	39	3.0	3.3850849
1039	363	2.0	3.8911219
1039	182	3.5	2.9261873
1039	132	3.5	4.8764114
1039	900	3.5	3.96623
1039	87	3.0	3.431364
1039	105	4.0	3.431364
1039	176	2.0	3.684596
1039	97	4.0	3.0392318
1039	41	2.5	3.9099343
1039	166	0.5	3.5628672
408	250	3.5	2.782776
408	235	2.0	1.2685571
408	5	4.0	4.5626116
408	213	2.5	2.305815
813	10	1.0	2.2122707
813	206	3.0	3.019193
813	2	3.0	2.2640085
813	1556	4.0	3.2107785
1468	17	0.5	1.8803712
1468	675	4.0	3.795605
1468	2	3.0	4.3703065
1468	4	3.0	4.842907
1468	585	2.0	2.0413992
1468	397	4.0	2.890187
1468	283	3.0	2.3164716
1468	1298	2.0	4.154543
391	205	3.0	4.10535
391	12	3.5	1.6583171
391	1	3.0	4.6158085
391	210	3.5	4.591618
391	11	4.0	4.1940985
391	2	4.0	3.4357383
391	220	3.5	1.8524122
391	4	3.0	4.1301317
391	84	3.0	3.9438477
391	215	3.5	3.0898244
276	12	2.0	2.6387064
276	235	3.5	0.42174125
276	10	3.5	1.1446961
276	244	4.0	4.443125
276	3	4.0	2.7173598
276	212	2.0	3.5166025
276	220	2.5	4.6626544
921	219	4.0	2.948453
921	235	4.0	1.8583106
921	11	0.5	2.8783803
921	206	1.0	4.0329704
921	212	4.0	2.439428
921	1226	4.0	6.3971033
921	4	4.0	3.7262564
921	217	1.5	2.0093079
921	249	2.0	-1.2589777
921	6	3.0	3.0625012
921	207	4.0	4.8549185
921	1229	3.0	-0.8609469
830	754	3.5	3.112122
830	189	3.5	2.1082635
830	153	4.0	2.9053872
830	336	3.5	3.8578975
830	71	3.5	3.370377
830	300	4.0	2.2916422
830	835	3.0	-0.5124016
830	400	3.5	7.6723013
830	478	3.0	3.8573127
830	1187	4.0	4.4143023
830	24	2.5	4.2155066
830	200	3.5	2.9024768
830	819	3.5	2.9024768
830	52	3.5	2.272965
830	186	4.0	3.8693626
830	870	4.0	2.4703665
830	811	4.0	2.317174
830	428	2.5	2.7153158
830	126	4.0	2.7556589
830	147	3.5	3.1185367
830	1273	4.0	2.6566415
830	875	1.5	2.3106654
911	12	1.5	2.048938
911	247	2.5	2.4570155
911	17	3.0	2.3030977
911	215	3.0	1.938701
911	216	3.0	3.561455
911	253	1.5	6.0386915
911	1544	3.5	3.7340903
1474	257	3.0	2.9053342
1474	210	2.5	3.177175
1474	234	3.0	-0.22291827
1474	3	2.5	3.9377477
1474	220	1.0	1.7992951
1474	251	2.0	3.4890327
1474	7	2.0	-0.33760047
1474	249	3.5	1.1327989
1474	253	1.5	3.5922453
1307	250	3.0	4.736331
1307	521	4.0	-3.468457
1307	4	3.0	3.6364486
1307	207	3.0	2.6602228
452	211	3.5	3.5845246
452	257	3.5	6.241536
452	11	3.5	2.8313215
452	5	3.5	3.684114
452	3	3.0	3.236144
452	9	4.0	2.9372325
452	4	3.0	2.3832214
452	246	3.0	1.5496206
452	7	3.0	2.105737
452	842	4.0	0.7252736
452	1280	3.5	4.2274904
452	1279	3.0	1.9379272
452	144	4.0	3.8059816
452	1281	3.5	3.188891
452	1123	4.0	3.5540178
19	211	3.5	2.7342994
19	241	3.0	3.495075
19	238	2.0	3.0402844
386	8	3.5	5.062825
386	220	3.0	4.2654176
386	254	3.5	4.5492477
386	9	2.0	3.1685114
386	215	4.0	5.737565
386	249	4.0	-1.1326439
386	214	3.5	3.16866
386	1214	3.5	3.27662
727	255	3.5	3.1183593
727	210	3.0	5.2526217
727	13	3.5	4.251234
727	236	3.5	5.8313093
727	9	3.5	3.8958206
727	4	4.0	0.31871033
727	215	4.0	0.5656774
727	253	3.5	4.335472
1478	239	2.5	5.4749484
1478	8	2.0	2.8121605
1478	250	2.5	3.9689186
1478	247	3.0	0.69607425
1478	257	4.0	5.5554333
1478	244	3.0	6.3056307
1478	3	2.5	3.110917
1478	206	3.5	2.5261006
1478	9	3.5	2.0545042
1478	246	2.5	-1.6657612
1478	215	2.0	5.742654
515	241	3.5	4.0516806
515	1	4.0	2.783176
515	210	3.0	0.71391344
515	10	4.0	2.5469375
515	11	4.0	3.8284974
515	3	4.0	2.8701062
515	2	3.5	4.6219816
515	220	2.5	3.3304152
515	9	3.5	2.9884381
515	213	4.0	2.4873152
515	217	4.0	3.4012046
515	216	3.0	4.1546345
515	6	4.0	2.116628
515	207	3.5	2.438184
987	241	2.5	3.7086647
987	250	2.5	2.1697228
987	121	2.5	3.5065234
987	11	4.0	3.1756067
987	3	2.0	2.4555779
987	206	3.0	1.272908
987	212	3.0	2.7632802
987	220	2.5	0.14351082
987	9	2.5	3.9916005
987	213	3.0	2.5576096
987	256	2.0	4.0523205
678	219	3.5	6.907811
678	245	2.5	-0.31393313
678	4	4.0	5.0972147
523	255	3.0	0.29268503
523	245	3.5	6.8049498
523	207	2.5	0.6588907
83	241	2.0	2.7787864
83	12	2.5	1.5881517
83	245	2.5	0.43538523
83	247	3.5	3.960037
83	3	2.5	2.4325538
83	84	3.0	4.5709524
83	217	4.0	3.1659238
83	6	2.5	3.3605099
83	256	3.0	4.1996427
1370	255	3.0	4.567967
1370	205	4.0	2.4430141
1370	239	4.0	1.2757322
1370	241	3.0	3.8743892
1370	245	3.0	-1.351012
1370	17	2.5	2.389071
1370	10	3.0	5.8143244
1370	236	3.0	5.6119003
1370	244	3.0	0.9231298
1370	220	3.0	3.8381052
1370	9	3.0	4.7146606
1370	7	4.0	1.1762168
1370	216	3.5	3.5157776
1370	252	3.0	3.4656684
650	1	3.0	3.4084582
650	84	2.5	3.3197129
294	241	2.0	3.296876
294	12	1.5	3.3106952
294	245	3.0	1.724155
294	235	2.0	2.1836553
294	247	2.0	1.3915095
294	11	4.0	2.475762
294	243	2.0	-0.43610048
294	3	2.5	2.7923424
294	206	2.0	0.13395596
294	212	2.0	2.402359
294	213	3.0	2.1223526
131	251	3.5	3.1185505
131	215	3.5	3.0702498
667	211	0.5	-1.1896231
667	241	0.5	0.07275486
667	210	0.5	1.9625242
667	11	1.0	1.657756
667	220	0.5	1.825228
667	214	0.5	-1.3847988
963	189	4.0	3.054417
963	1675	2.5	3.1880627
963	7	3.0	4.9982586
963	769	3.5	3.2458317
963	833	3.5	3.5614238
963	1676	2.5	2.8005388
963	925	1.5	2.7716994
963	739	3.0	4.4198027
963	377	2.0	2.3549182
393	219	3.5	4.0710936
393	205	3.0	3.2813482
393	8	4.0	2.1083198
393	211	3.5	2.1190705
393	233	3.0	2.446546
393	121	3.0	2.1881127
393	213	3.0	3.3586497
393	251	3.0	2.6389055
393	7	2.0	1.8426857
393	215	4.0	1.2672718
556	12	3.5	3.1699605
556	3	3.5	2.9316988
556	638	4.0	-2.6858113
459	255	3.5	2.9059894
459	211	3.5	3.6483855
459	235	3.0	2.8687394
459	210	2.5	3.0410085
459	234	2.5	3.3251555
459	11	3.5	2.2484164
459	243	3.5	1.2296946
459	3	2.5	4.6282096
459	206	3.5	-1.9786489
459	220	3.0	6.3762083
459	251	2.5	3.1084807
459	246	2.0	5.695983
459	84	3.5	0.8063562
459	215	2.5	3.3636494
459	249	2.5	2.5070455
459	216	3.0	5.5241156
459	207	2.5	1.7602861
505	205	4.0	1.3593376
505	8	3.5	3.083087
505	245	2.5	0.40339637
505	236	3.5	2.9671736
505	84	3.5	2.084672
326	11	3.0	4.6107397
326	206	4.0	1.6012492
326	220	3.0	2.941802
326	9	3.0	3.2351649
326	4	2.5	3.920632
326	251	3.0	4.0960755
326	84	3.0	2.4539433
404	17	4.0	5.2671537
404	253	4.0	6.196521
1286	255	3.5	-0.36807227
1286	250	4.0	0.58544254
1286	235	2.0	2.207049
1286	210	4.0	0.6583195
1286	5	3.0	1.9297609
1286	246	3.0	0.13997936
1286	7	3.0	0.8930888
1286	215	4.0	2.054702
1286	253	4.0	2.4448562
1286	207	2.5	3.1020124
1286	256	4.0	4.7511177
299	239	4.0	3.8074768
299	211	4.0	3.5865645
299	245	3.0	2.9769583
299	1	2.5	1.3907106
299	13	4.0	3.1376138
299	3	3.5	4.2472935
702	211	3.0	2.8929834
702	17	3.0	4.637194
702	9	3.0	3.3610256
702	1050	2.5	3.2052674
702	7	3.0	5.6164603
702	159	4.0	3.429408
702	1047	3.0	3.055915
702	1463	3.0	3.0542634
702	1274	3.0	2.1344213
702	1365	3.0	2.1750355
702	1068	4.0	2.666381
702	1425	3.5	3.5257401
702	1067	2.5	2.4500537
702	1473	3.5	3.05543
702	1484	2.5	3.0559587
702	1045	3.5	3.130618
702	1462	4.0	3.0559895
702	628	0.5	2.7085538
702	1448	4.0	2.8840728
702	1468	3.0	3.0543356
702	870	3.5	3.421722
702	1453	4.0	3.0559587
702	1363	4.0	3.2289996
702	51	3.0	3.2429264
702	1498	3.0	3.0559587
702	1490	3.0	3.0559587
702	1496	3.5	3.0559587
702	1065	2.5	2.736982
702	1376	4.0	5.1041203
1504	239	3.0	3.864891
1504	211	3.0	3.2761502
1504	245	3.0	6.215325
1504	839	4.0	3.2016711
1504	1724	3.5	3.1446717
1504	834	4.0	2.344331
1333	205	4.0	2.495051
1333	12	0.5	2.1285822
1333	2	3.5	1.7320483
1333	2000	2.5	2.7341745
1333	2016	3.0	2.7341745
1333	1368	4.0	1.7456409
1333	289	4.0	4.2147284
1333	1703	1.0	2.7341745
1333	103	3.0	2.0084076
1333	611	4.0	0.7319436
1333	1983	3.5	2.7339544
1333	1702	2.0	2.5023043
1333	2004	2.5	2.7343292
1333	2024	3.5	2.7341745
1333	2015	3.5	2.7341745
1333	2009	3.0	2.7341745
1333	2021	2.5	2.7341745
1333	1988	4.0	2.7337487
1333	2023	2.5	2.7341745
1333	1989	2.5	2.7341576
1060	235	2.5	2.204661
1060	10	2.0	1.3450031
1060	70	0.5	5.8244743
1060	583	4.0	4.005818
1060	1304	3.0	5.2601013
1391	7	4.0	3.1135259
746	248	2.5	1.5069079
746	239	4.0	2.3915915
746	250	3.0	3.8705964
746	235	2.0	1.0376788
746	247	4.0	1.0967247
746	1	4.0	3.8392448
746	17	3.5	3.2799335
746	233	3.5	3.4954371
746	11	4.0	3.8624911
746	5	3.5	5.893119
746	220	3.0	5.427189
746	7	3.0	1.14574
746	6	3.5	3.2134867
746	252	3.0	5.1891766
1292	205	4.0	3.4912162
1292	211	3.0	0.5968597
1292	233	3.0	3.9830897
1292	121	3.5	1.6127416
1292	2	4.0	2.5095084
1292	251	2.0	2.0843372
1292	249	2.0	1.8284303
1292	6	3.5	3.0055273
494	248	2.5	3.8842638
494	250	2.5	6.409852
494	1	3.0	1.8314064
494	13	4.0	3.072652
494	244	3.0	3.8931909
494	3	2.5	3.0672507
494	217	2.5	7.2392616
494	214	3.0	4.1924405
311	239	2.5	4.5770035
311	8	3.0	2.9565735
311	211	2.5	4.5439544
311	2	3.5	4.025273
311	4	3.0	4.0319896
455	205	4.0	3.405629
455	211	4.0	4.115845
455	12	4.0	4.3224006
455	10	3.0	2.5338962
455	11	4.0	3.704804
455	236	2.5	3.4077535
455	3	4.0	3.6970994
455	84	3.0	2.9844627
164	13	4.0	4.976679
164	760	3.0	2.1854753
164	490	3.0	2.4714456
164	519	4.0	0.2758162
164	771	3.5	2.0807805
1462	255	3.5	3.1880314
1462	248	3.0	8.092845
1462	205	3.5	4.156967
1462	245	1.5	4.306597
1462	257	3.0	1.9752117
1462	13	4.0	3.104332
1462	121	2.5	2.7271028
1462	5	3.0	2.9118795
1462	212	3.0	1.7615194
1462	254	2.5	1.8034923
1462	7	3.5	3.098381
739	310	4.0	2.8725932
739	2	3.0	3.5651505
739	657	3.0	2.79662
739	699	3.0	1.9440719
739	307	4.0	-0.96778727
739	410	3.5	2.6301672
739	1072	3.5	2.0665224
739	480	3.0	1.2681255
739	536	3.5	5.692173
739	799	3.0	3.8463075
795	8	3.5	1.2904721
795	211	3.0	1.0187929
795	17	4.0	1.5490971
795	121	3.0	3.7923453
795	236	3.5	-0.65840626
795	5	3.0	2.8973916
795	3	3.5	4.0853434
795	2	3.0	2.1860785
795	220	3.0	-1.6141589
795	251	3.0	3.7535317
795	84	3.0	1.9099181
795	218	4.0	0.035298586
795	6	3.0	1.0842502
795	403	3.5	1.2455605
1260	3	4.0	3.143014
898	218	3.5	4.2287326
898	1291	4.0	4.6344585
898	283	4.0	4.1854115
898	550	4.0	-1.0510404
898	589	3.5	3.1641417
898	26	3.5	3.2400827
898	666	3.5	5.522538
898	1199	2.5	4.734748
898	1339	3.5	4.8578367
898	677	3.5	4.373313
708	1505	4.0	3.3403406
708	1506	2.5	2.9630651
708	1508	4.0	3.4925842
150	8	4.0	2.9146695
150	11	3.5	4.365896
150	243	2.5	3.0574856
150	5	3.5	2.3547652
150	663	4.0	3.3179674
1283	241	2.5	3.3642163
